area_code,Total population (Both sexes),Total population (Male),Total population (Female),Total population (under 15),"Population (under 15, Male)","Population (under 15, Female)",Total population (15-64),"Population (15-64, Male)","Population (15-64, Female)",Total population (65 and over),"Population (65 and over, Male)","Population (65 and over, Female)","Population (0-5, Total)","Population (0-5, Male)","Population (0-5, Female)","Population (60 and over, Total)","Population (60 and over, Male)","Population (60 and over, Female)","Population (70 and over, Total)","Population (70 and over, Male)","Population (70 and over, Female)","Population (85 and over, Total)","Population (85 and over, Male)","Population (85 and over, Female)"
04100,1082159,527170,554989,129309,66120,63189,674873,335549,339324,234360,101434,132926,51051,25932,25119,302329,134184,168145,163823,67782,96041,31750,9871,21879
04101,310183,150535,159648,34108,17507,16601,201756,100460,101296,66000,27716,38284,13363,6803,6560,84731,36715,48016,46712,18658,28054,9815,2975,6840
04102,194825,95651,99174,24068,12298,11770,119324,59842,59482,38249,16437,21812,10304,5234,5070,49515,21877,27638,26789,10894,15895,4933,1542,3391
04103,133498,66926,66572,15378,7750,7628,82670,42226,40444,28215,12452,15763,6279,3193,3086,36571,16634,19937,19667,8210,11457,3680,1157,2523
04104,226855,109310,117545,28991,14865,14126,140306,69307,70999,52659,22751,29908,11309,5700,5609,67345,29843,37502,37315,15498,21817,7500,2353,5147
04105,216798,104748,112050,26764,13700,13064,130817,63714,67103,49237,22078,27159,9796,5002,4794,64167,29115,35052,33340,14522,18818,5822,1844,3978
04202,147214,71826,75388,16911,8709,8202,85018,43657,41361,44248,18852,25396,6052,3172,2880,55731,24571,31160,32431,13034,19397,7068,2059,5009
04203,54187,25762,28425,5775,2942,2833,31268,15518,15750,16872,7146,9726,2020,1016,1004,21216,9289,11927,12253,4992,7261,2478,791,1687
04205,64988,31772,33216,6579,3409,3170,35264,18279,16985,22709,9767,12942,2174,1127,1047,28038,12441,15597,16705,6771,9934,3564,1023,2541
04206,35272,17118,18154,3872,2016,1856,20006,10174,9832,11200,4799,6401,1290,658,632,14189,6303,7886,8254,3320,4934,2108,647,1461
04207,76668,37577,39091,11966,6041,5925,48392,24199,24193,15895,7054,8841,4751,2412,2339,20975,9609,11366,11203,4702,6501,2150,632,1518
04208,30180,14844,15336,3516,1804,1712,17099,8824,8275,9483,4169,5314,1171,589,582,12119,5492,6627,6881,2817,4064,1870,570,1300
04209,62096,31050,31046,8769,4517,4252,39634,20526,19108,13691,6005,7686,3496,1824,1672,17854,8042,9812,9451,3969,5482,1682,534,1148
04211,44678,22118,22560,6445,3387,3058,27590,14064,13526,10410,4512,5898,2363,1271,1092,13732,6176,7556,7196,2987,4209,1522,470,1052
04212,81959,39837,42122,9726,5016,4710,46668,24064,22604,25315,10617,14698,3469,1728,1741,32898,14445,18453,18930,7269,11661,4984,1431,3553
04213,69906,33649,36257,7255,3752,3503,36888,19024,17864,25064,10469,14595,2535,1294,1241,31760,13848,17912,19138,7402,11736,5231,1585,3646
04214,39503,19408,20095,5366,2726,2640,23680,12090,11590,10328,4524,5804,1941,948,993,13425,6099,7326,7254,3037,4217,1492,446,1046
04215,133391,65120,68271,17120,8634,8486,79834,41028,38806,35915,15119,20796,6287,3185,3102,46636,20526,26110,26119,10184,15935,6260,1860,4400
04216,51591,25171,26420,9625,4872,4753,32749,16013,16736,9088,4200,4888,3311,1705,1606,12515,5878,6637,5813,2600,3213,973,290,683
04301,12316,6001,6315,1400,717,683,6820,3468,3352,4093,1813,2280,498,257,241,5229,2384,2845,3007,1232,1775,823,259,564
04302,1461,722,739,100,47,53,687,384,303,674,291,383,24,13,11,784,349,435,561,238,323,202,78,124
04321,23798,11642,12156,3284,1689,1595,14419,7234,7185,5969,2633,3336,1245,659,586,7646,3468,4178,4282,1824,2458,952,304,648
04322,11501,5721,5780,1260,630,630,6689,3495,3194,3527,1577,1950,455,217,238,4569,2116,2453,2597,1082,1515,707,232,475
04323,39525,19942,19583,4803,2427,2376,24410,12803,11607,10201,4621,5580,1769,875,894,13238,6089,7149,6960,3044,3916,1402,419,983
04324,9167,4508,4659,898,476,422,5185,2698,2487,3083,1333,1750,302,168,134,3996,1826,2170,2240,880,1360,666,184,482
04341,13972,6877,7095,1364,706,658,7368,3869,3499,5228,2290,2938,441,234,207,6576,2999,3577,4022,1652,2370,1207,402,805
04361,33589,16362,17227,4224,2133,2091,19906,10008,9898,9361,4162,5199,1471,743,728,12138,5566,6572,6441,2725,3716,1446,445,1001
04362,12315,6168,6147,1141,589,552,6653,3534,3119,4509,2036,2473,342,186,156,5669,2626,3043,3199,1364,1835,797,218,579
04401,14421,6968,7453,1375,755,620,7957,4006,3951,5083,2201,2882,474,274,200,6294,2772,3522,3784,1544,2240,855,274,581
04404,18652,9248,9404,2263,1173,1090,11420,5836,5584,4969,2239,2730,664,346,318,6557,3072,3485,3460,1461,1999,558,166,392
04406,35835,17400,18435,5528,2874,2654,22740,11149,11591,7258,3224,4034,1984,1036,948,9943,4575,5368,4874,2026,2848,1022,281,741
04421,28244,14552,13692,4274,2237,2037,17602,9407,8195,5952,2642,3310,1821,947,874,7852,3646,4206,4341,1797,2544,1096,325,771
04422,8370,4068,4302,962,529,433,4670,2389,2281,2738,1150,1588,361,203,158,3599,1597,2002,2026,784,1242,598,179,419
04424,5703,2859,2844,807,425,382,3225,1688,1537,1489,645,844,319,164,155,1969,888,1081,1079,436,643,294,86,208
04444,7238,3489,3749,927,468,459,4132,2131,2001,2179,890,1289,314,162,152,2833,1224,1609,1609,585,1024,472,123,349
04445,23743,11580,12163,2696,1368,1328,13200,6879,6321,7837,3327,4510,927,457,470,10017,4467,5550,5844,2319,3525,1499,456,1043
04501,16701,8093,8608,1814,926,888,9526,4916,4610,5358,2249,3109,617,318,299,6983,3063,3920,3877,1496,2381,888,222,666
04505,24852,11981,12871,2820,1459,1361,14142,7212,6930,7890,3310,4580,988,514,474,10114,4393,5721,5751,2237,3514,1436,403,1033
04581,6334,3459,2875,554,280,274,3653,2240,1413,2126,938,1188,187,88,99,2620,1210,1410,1564,639,925,328,89,239
04606,12370,6105,6265,1275,638,637,6955,3639,3316,4138,1828,2310,393,190,203,5214,2385,2829,3094,1226,1868,874,246,628
05201,315814,148851,166963,34916,17683,17233,186207,90840,95367,88713,36905,51808,12723,6469,6254,113027,48591,64436,63156,24841,38315,13844,4026,9818
05202,54730,25170,29560,5058,2611,2447,28184,13976,14208,20248,7990,12258,1587,811,776,24856,10174,14682,15167,5602,9565,3507,953,2554
05203,92197,43274,48923,9805,5020,4785,49769,24825,24944,32319,13239,19080,3405,1727,1678,40579,17233,23346,24408,9404,15004,6349,1780,4569
05204,74175,34633,39542,7647,3986,3661,39755,19920,19835,26549,10607,15942,2623,1384,1239,32690,13557,19133,19934,7444,12490,4644,1291,3353
05206,28375,13301,15074,2206,1116,1090,14492,7347,7145,11664,4832,6832,729,361,368,14441,6213,8228,8605,3320,5285,2001,571,1430
05207,46613,22132,24481,4507,2394,2113,25403,12873,12530,16650,6831,9819,1526,819,707,20878,8931,11947,12763,4972,7791,3211,1000,2211
05209,32038,14939,17099,3439,1727,1712,16752,8565,8187,11793,4618,7175,1205,588,617,14478,5918,8560,8929,3193,5736,2117,543,1574
05210,79927,38162,41765,8551,4362,4189,44556,22824,21732,26427,10770,15657,2996,1548,1448,33455,14214,19241,19516,7308,12208,4928,1377,3551
05211,33083,15547,17536,3720,1950,1770,18997,9333,9664,10340,4246,6094,1250,643,607,13155,5614,7541,7346,2823,4523,1663,409,1254
05212,82783,38563,44220,8725,4484,4241,45364,22525,22839,28659,11530,17129,3130,1615,1515,35999,15081,20918,21541,8028,13513,5186,1428,3758
05213,33224,15478,17746,2932,1470,1462,16723,8561,8162,13457,5387,8070,982,504,478,16470,6853,9617,10313,3871,6442,2544,711,1833
05214,25324,11981,13343,2805,1413,1392,13790,6971,6819,8706,3578,5128,923,447,476,10943,4656,6287,6383,2433,3950,1440,398,1042
05215,27523,12758,14765,2740,1353,1387,14187,7095,7092,10563,4286,6277,907,449,458,13016,5467,7549,7871,2977,4894,1961,536,1425
05303,5339,2489,2850,477,240,237,2631,1371,1260,2225,874,1351,141,65,76,2660,1101,1559,1695,613,1082,361,95,266
05327,2381,1113,1268,141,71,70,1081,597,484,1159,445,714,47,25,22,1386,573,813,947,349,598,293,87,206
05346,3359,1602,1757,269,130,139,1625,860,765,1465,612,853,88,46,42,1803,788,1015,1125,443,682,269,88,181
05348,17078,7824,9254,1453,708,745,8857,4435,4422,6766,2680,4086,479,223,256,8397,3497,4900,5105,1850,3255,1239,294,945
05349,7309,3429,3880,590,300,290,3673,1914,1759,3046,1215,1831,167,92,75,3708,1548,2160,2271,837,1434,552,157,395
05361,9463,4392,5071,756,380,376,4752,2390,2362,3953,1620,2333,263,130,133,4827,2054,2773,2978,1128,1850,694,203,491
05363,6080,2787,3293,566,268,298,3222,1608,1614,2266,896,1370,179,91,88,2866,1185,1681,1683,600,1083,419,94,325
05366,4986,2332,2654,461,233,228,2649,1349,1300,1875,749,1126,128,74,54,2357,1000,1357,1399,521,878,360,97,263
05368,3110,1536,1574,429,229,200,1719,884,835,961,422,539,142,75,67,1120,497,623,704,317,387,122,38,84
05434,20279,9486,10793,2094,1075,1019,11024,5553,5471,7161,2858,4303,676,348,328,8988,3765,5223,5415,2004,3411,1446,384,1062
05463,15319,7318,8001,1489,779,710,8432,4273,4159,5384,2255,3129,519,275,244,6850,2979,3871,4127,1591,2536,1118,357,761
05464,2610,1239,1371,265,155,110,1393,704,689,952,380,572,81,56,25,1207,506,701,744,270,474,213,53,160
06201,253832,121575,132257,31869,16314,15555,151271,74470,76801,68745,29600,39145,12058,6164,5894,86150,38121,48029,50354,20605,29749,12280,3689,8591
06202,85953,42100,43853,10561,5343,5218,50637,26366,24271,24322,10065,14257,3760,1861,1899,30539,13139,17400,18195,6953,11242,4644,1185,3459
06203,129652,61761,67891,15347,7834,7513,72430,36797,35633,41303,16794,24509,5478,2736,2742,51758,22060,29698,30939,11699,19240,7629,2089,5540
06204,106244,50293,55951,12168,6129,6039,59168,29833,29335,34518,14137,20381,4252,2200,2052,43284,18481,24803,25332,9653,15679,6119,1719,4400
06205,36894,17535,19359,4659,2340,2319,21136,10510,10626,11034,4644,6390,1622,783,839,13900,6014,7886,8183,3226,4957,1955,581,1374
06206,41256,19951,21305,5409,2832,2577,23570,11776,11794,12226,5306,6920,1991,1056,935,15402,6865,8537,9134,3703,5431,2425,724,1701
06207,31569,14951,16618,3224,1651,1573,17162,8563,8599,11118,4700,6418,1086,537,549,13879,6066,7813,8260,3247,5013,2154,614,1540
06208,24684,11845,12839,2675,1361,1314,13374,6753,6621,8628,3726,4902,881,444,437,10828,4866,5962,6606,2648,3958,1818,564,1254
06209,27757,13360,14397,3311,1669,1642,15285,7814,7471,9119,3845,5274,1204,602,602,11386,4983,6403,6951,2774,4177,1812,525,1287
06210,62194,30197,31997,8195,4267,3928,36602,18230,18372,17146,7534,9612,3102,1628,1474,21822,9855,11967,12347,5155,7192,2914,879,2035
06211,47768,23696,24072,6809,3433,3376,28470,14861,13609,12482,5397,7085,2630,1328,1302,15811,7037,8774,9390,3804,5586,2379,726,1653
06212,16953,8178,8775,1846,963,883,8877,4575,4302,6229,2639,3590,610,311,299,7806,3466,4340,4763,1866,2897,1343,406,937
06213,32285,15421,16864,3911,1994,1917,18290,9179,9111,10031,4213,5818,1411,712,699,12610,5494,7116,7474,2938,4536,1922,523,1399
06301,14369,6877,7492,1703,876,827,7818,3864,3954,4381,1913,2468,556,292,264,5580,2511,3069,3246,1350,1896,882,253,629
06302,11363,5494,5869,1293,659,634,6500,3230,3270,3570,1605,1965,415,205,210,4578,2072,2506,2631,1108,1523,669,224,445
06321,18952,9152,9800,2234,1159,1075,10350,5209,5141,6359,2780,3579,766,395,371,7945,3591,4354,4729,1946,2783,1286,398,888
06322,5636,2688,2948,550,274,276,2829,1427,1402,2257,987,1270,161,77,84,2797,1257,1540,1753,709,1044,503,152,351
06323,7119,3504,3615,695,366,329,3618,1902,1716,2806,1236,1570,220,115,105,3457,1589,1868,2197,921,1276,663,207,456
06324,8472,4173,4299,912,473,439,4520,2360,2160,3040,1340,1700,313,170,143,3771,1734,2037,2283,921,1362,668,202,466
06341,7357,3610,3747,814,422,392,3985,2063,1922,2557,1125,1432,259,138,121,3270,1490,1780,1897,757,1140,546,166,380
06361,5829,2820,3009,704,368,336,3249,1667,1582,1876,785,1091,238,123,115,2389,1053,1336,1404,531,873,409,124,285
06362,8902,4299,4603,988,511,477,4831,2481,2350,3083,1307,1776,341,177,164,4027,1795,2232,2368,925,1443,668,202,466
06363,5631,2728,2903,596,331,265,2985,1538,1447,2050,859,1191,204,115,89,2610,1151,1459,1588,600,988,499,150,349
06364,8137,3821,4316,842,412,430,4301,2167,2134,2993,1241,1752,287,144,143,3788,1638,2150,2301,879,1422,619,174,445
06365,3412,1663,1749,415,228,187,1825,931,894,1172,504,668,161,81,80,1497,668,829,907,355,552,247,67,180
06366,4317,2085,2232,442,230,212,2336,1200,1136,1539,655,884,159,82,77,1959,870,1089,1140,448,692,311,95,216
06367,4773,2279,2494,455,225,230,2636,1348,1288,1682,706,976,148,72,76,2156,956,1200,1287,490,797,352,98,254
06381,23882,11548,12334,3101,1566,1535,13579,6887,6692,7187,3085,4102,1121,574,547,9188,4092,5096,5308,2091,3217,1442,401,1041
06382,15751,7646,8105,1749,872,877,8663,4543,4120,5339,2231,3108,604,288,316,6834,3010,3824,4014,1510,2504,1133,319,814
06401,7868,3863,4005,866,449,417,4106,2169,1937,2896,1245,1651,311,160,151,3573,1593,1980,2248,906,1342,543,160,383
06402,14175,6926,7249,1651,883,768,7620,3865,3755,4882,2164,2718,570,319,251,6197,2835,3362,3663,1510,2153,1081,334,747
06403,7304,3527,3777,840,428,412,3929,2040,1889,2535,1059,1476,311,166,145,3209,1409,1800,1947,736,1211,589,158,431
06426,7728,3715,4013,1008,530,478,4124,2107,2017,2555,1058,1497,382,197,185,3178,1387,1791,1926,735,1191,612,185,427
06428,21666,10255,11411,2518,1269,1249,11742,5946,5796,7404,3039,4365,845,443,402,9240,3954,5286,5554,2121,3433,1405,419,986
06461,14207,6690,7517,1400,692,708,7518,3867,3651,5289,2131,3158,459,228,231,6687,2850,3837,3935,1459,2476,1041,272,769
07201,294247,144690,149557,34412,17753,16659,175079,89195,85884,80252,35010,45242,12373,6362,6011,102147,45930,56217,57853,24001,33852,12725,4021,8704
07202,124062,59200,64862,15681,8014,7667,72042,35992,36050,34914,14360,20554,5641,2887,2754,44299,18948,25351,25695,9847,15848,6006,1706,4300
07203,335444,167096,168348,41865,21467,20398,204785,104575,100210,81853,36340,45513,15596,8042,7554,105878,48232,57646,57716,24266,33450,12302,3636,8666
07204,350237,172829,177408,42404,21642,20762,204962,106107,98855,98323,42064,56259,15212,7824,7388,125853,56024,69829,71146,28616,42530,15660,4573,11087
07205,61913,30662,31251,8071,4160,3911,37135,19191,17944,16151,6979,9172,2885,1455,1430,21066,9468,11598,11633,4707,6926,2761,814,1947
07207,77441,38032,39409,10476,5358,5118,46938,23956,22982,19590,8411,11179,3621,1834,1787,25748,11521,14227,13839,5536,8303,3306,915,2391
